turns,winner,white_rating,black_rating,opening_moves,rating_gap,higher_rated_victory
38,1,1600,1545,6,55,0
83,2,1532,1614,5,82,0
26,1,1629,1517,4,112,0
49,1,1525,1633,6,108,1
74,1,1649,1510,2,139,0
60,1,1525,1385,7,140,0
118,1,1531,1689,5,158,1
94,1,1545,1461,6,84,0
118,1,1612,1531,6,81,0
52,1,1534,1868,6,334,1
116,1,1600,1521,2,79,0
35,2,1533,1532,7,1,1
99,2,1532,1472,3,60,1
47,2,1632,1541,6,91,1
170,1,1551,1574,6,23,1
99,2,1628,1560,9,68,1
101,2,1638,1570,4,68,1
64,1,1575,1772,5,197,1
87,2,1477,1590,4,113,0
118,0,1651,1608,4,43,0
121,2,1598,1539,6,59,1
131,2,1586,1607,8,21,0
79,2,1585,1045,4,540,1
35,2,1671,1594,7,77,1
30,2,1633,1604,3,29,1
21,1,1616,1600,6,16,0
65,2,1939,1619,4,320,1
102,1,1423,1614,2,191,1
78,1,1628,1538,7,90,0
41,2,1838,1610,5,228,1
82,2,2067,1843,3,224,1
55,2,1825,2109,11,284,0
71,2,2099,1829,4,270,1
108,1,1836,1987,11,151,1
113,2,1817,2085,5,268,0
43,2,1799,2073,8,274,0
100,1,1867,1785,8,82,0
97,2,1771,1875,2,104,0
36,1,1861,1757,4,104,0
26,2,1728,1769,3,41,0
40,1,1786,1609,6,177,0
98,1,1500,1782,3,282,1
32,2,1684,1785,5,101,0
59,2,1782,1484,4,298,1
29,2,1809,1792,5,17,1
34,1,1805,1757,2,48,0
35,2,1803,1335,4,468,1
69,2,1663,1826,5,163,0
41,2,1813,1874,5,61,0
127,2,1801,1854,2,53,0
45,1,1808,1947,5,139,1
46,1,1831,1796,5,35,0
19,2,1480,1815,8,335,0
83,2,1806,1728,11,78,1
65,2,1798,1885,8,87,0
86,0,1804,1869,5,65,0
97,2,1858,1814,3,44,1
105,0,1812,1874,4,62,0
51,2,1847,1822,8,25,1
53,2,1888,1831,3,57,1
64,1,1839,1967,11,128,1
76,1,1846,1977,5,131,1
76,1,1845,2011,14,166,1
33,2,1997,1852,3,145,1
139,0,1976,1848,6,128,0
65,2,1841,1847,3,6,0
25,2,1235,1669,6,434,0
67,2,1924,1674,6,250,1
96,1,1693,1455,4,238,0
62,2,1683,1619,11,64,1
102,1,1588,1674,6,86,1
63,2,1661,1680,4,19,0
46,1,1199,1659,6,460,1
100,2,1565,1673,10,108,0
134,1,1690,1540,5,150,0
72,1,1696,1896,11,200,1
81,2,1888,1702,8,186,1
87,2,1696,1515,8,181,1
56,2,1554,1713,4,159,0
160,1,1722,1817,9,95,1
60,2,1720,1334,2,386,1
119,2,1718,1205,5,513,1
18,1,1652,1708,5,56,1
109,1,1525,1494,5,31,0
84,1,1530,1561,3,31,1
76,1,1575,1516,10,59,0
65,2,1514,1108,5,406,1
27,2,1602,1523,5,79,1
13,1,1538,1452,5,86,0
66,1,1541,1900,7,359,1
79,2,1708,1548,2,160,1
76,1,1270,1544,5,274,1
70,1,1733,1732,4,1,0
105,2,1732,1733,2,1,0
5,2,1733,1732,2,1,1
8,1,1732,1733,2,1,1
60,1,1733,1732,5,1,0
54,1,1732,1733,15,1,1
53,2,1733,1732,4,1,1
55,2,1732,1654,8,78,1
64,1,1654,1732,6,78,1
146,1,1732,1733,5,1,1
113,0,1732,1733,7,1,0
102,1,1733,1732,12,1,0
15,2,1733,1732,4,1,1
33,2,1558,1551,4,7,1
119,2,1532,1546,2,14,0
50,1,1377,1520,2,143,1
66,1,1429,1487,4,58,1
45,2,1249,1500,1,251,0
36,1,1249,1500,11,251,1
31,2,1202,1238,4,36,0
51,2,1227,1254,5,27,0
29,2,1134,1259,5,125,0
11,2,1500,1134,2,366,1
77,2,1220,1205,5,15,1
42,1,1278,1357,3,79,1
16,1,1278,1711,4,433,1
58,1,1278,1500,2,222,1
41,2,1500,1278,2,222,1
16,1,1278,1500,2,222,1
18,2,1018,1278,7,260,0
10,1,1278,1500,3,222,1
6,1,1278,1500,3,222,1
7,2,1620,1278,3,342,1
74,1,1278,1500,6,222,1
53,2,1500,1278,4,222,1
79,2,1546,1278,5,268,1
70,1,1278,1611,3,333,1
47,2,1406,1278,6,128,1
41,2,1477,1364,3,113,1
21,2,1364,1283,6,81,1
87,2,1400,1259,2,141,1
57,2,1423,1400,2,23,1
60,1,1400,1476,2,76,1
72,1,1290,1400,1,110,1
73,2,1530,1400,2,130,1
27,2,1619,1400,2,219,1
44,1,1400,1619,3,219,1
72,1,1302,1400,2,98,1
113,2,1400,1475,3,75,0
46,2,1400,1476,2,76,0
16,2,1741,1400,2,341,1
73,2,1400,1028,2,372,1
106,0,1766,1400,2,366,0
51,2,1437,1400,2,37,1
18,1,1352,1400,2,48,1
95,2,1631,1400,5,231,1
18,2,1559,1400,2,159,1
64,1,1400,1635,2,235,1
9,2,1400,1381,3,19,1
25,1,1171,1400,2,229,1
59,2,1318,1400,2,82,0
85,2,1400,1372,2,28,1
30,1,1400,1387,3,13,0
15,2,1371,1400,2,29,0
66,1,1400,1349,3,51,0
38,1,1675,1400,2,275,0
18,1,1515,1400,2,115,0
81,2,1400,1332,2,68,1
58,1,1366,1400,2,34,1
31,1,1589,1400,2,189,0
49,2,1400,1466,3,66,0
44,1,1400,1437,2,37,1
65,2,1566,1400,1,166,1
40,1,1356,1400,2,44,1
28,1,1400,1395,2,5,0
56,1,1500,1400,2,100,0
19,2,1400,1396,2,4,1
105,2,1400,1412,2,12,0
40,1,1442,1400,1,42,0
50,1,1532,1503,4,29,0
40,1,1385,1526,7,141,1
90,1,1537,1509,8,28,0
42,1,1470,1528,6,58,1
15,2,1477,1541,6,64,0
48,1,1556,1420,4,136,0
15,2,1552,1314,3,238,1
57,2,1545,1393,4,152,1
50,1,1517,1535,3,18,1
44,1,1514,1524,3,10,1
52,1,1552,1512,5,40,0
40,1,1499,1501,2,2,1
27,2,1492,1456,5,36,1
95,2,1484,1378,6,106,1
138,1,1394,1475,6,81,1
23,1,1491,1283,5,208,0
48,1,1508,1243,4,265,0
128,1,1275,1504,1,229,1
16,1,1514,1515,5,1,1
34,1,1482,1504,5,22,1
131,0,1552,1491,3,61,0
28,1,1455,1480,6,25,1
31,2,1352,1496,3,144,0
46,1,1507,1494,3,13,0
35,2,1496,1489,4,7,1
52,1,1461,1486,11,25,1
23,2,1475,1465,3,10,1
111,2,2193,1882,10,311,1
19,2,2193,1963,5,230,1
40,1,1927,2193,10,266,1
13,2,2193,1965,6,228,1
4,1,1996,2193,2,197,1
36,1,1799,2193,10,394,1
53,2,2193,1799,8,394,1
46,1,1799,2193,3,394,1
135,2,2145,2193,7,48,0
24,1,1814,2193,7,379,1
57,2,2193,1864,6,329,1
19,2,2193,2002,10,191,1
62,1,2037,2157,8,120,1
51,2,2105,2047,3,58,1
33,2,2029,2040,7,11,0
47,2,1939,2177,7,238,0
31,2,2115,1945,6,170,1
38,1,1953,1973,7,20,1
27,2,1500,1906,8,406,0
52,1,1861,1500,6,361,0
127,2,1500,2119,9,619,0
138,1,2119,1500,10,619,0
28,1,1281,1500,1,219,1
43,2,1500,1281,6,219,1
80,1,1633,1625,11,8,0
21,2,1667,1634,9,33,1
49,2,1645,1645,5,0,0
60,1,1653,1742,3,89,1
45,2,1666,1663,8,3,1
112,1,1679,1652,3,27,0
171,2,1641,1643,3,2,0
65,2,1629,1699,3,70,0
114,1,1588,1619,11,31,1
75,2,2222,2126,12,96,1
114,1,2070,2126,8,56,1
68,1,1287,2126,1,839,1
3,2,1081,2126,3,1045,0
46,1,2126,1878,8,248,0
35,2,2126,1225,4,901,1
91,2,1659,2126,16,467,0
30,1,1911,2126,9,215,1
106,1,2009,2126,9,117,1
35,2,2126,1845,8,281,1
93,2,2126,1125,7,1001,1
40,2,2126,2047,9,79,1
48,1,2047,2126,9,79,1
51,2,2126,2202,6,76,0
32,1,1673,2126,10,453,1
29,1,1768,2126,4,358,1
62,1,2057,2126,10,69,1
24,1,2101,2048,10,53,0
80,1,1975,1962,7,13,0
33,2,1790,2034,6,244,0
51,2,1500,1319,5,181,1
71,2,1642,1055,2,587,1
9,2,1251,1086,2,165,1
31,1,1091,1645,1,554,1
43,2,1306,1124,2,182,1
54,1,1183,1248,1,65,1
69,2,1236,1285,2,49,0
83,2,1662,1315,2,347,1
51,2,1718,1345,4,373,1
41,2,1615,1500,2,115,1
96,1,1549,1425,5,124,0
60,1,1488,1478,6,10,0
90,1,1491,1541,1,50,1
98,1,1746,1466,6,280,0
67,2,1460,1242,4,218,1
23,2,1825,1463,7,362,1
21,2,1448,1461,4,13,0
61,2,1433,1421,1,12,1
92,1,1442,1609,1,167,1
16,1,1453,1558,1,105,1
67,2,1550,1466,5,84,1
79,2,1452,1378,1,74,1
67,2,1647,1461,6,186,1
45,2,1434,1665,4,231,0
61,2,1412,1477,1,65,0
94,2,1393,1404,4,11,0
65,2,1372,1409,4,37,0
83,2,1298,1398,6,100,0
133,2,1423,1418,6,5,1
67,1,1311,1402,4,91,1
47,2,1383,1323,1,60,1
46,1,1333,1361,5,28,1
64,1,1522,1404,7,118,0
74,1,1537,1453,8,84,0
47,2,1433,1553,10,120,0
123,2,1544,1444,5,100,1
39,2,1657,1544,5,113,1
114,1,1853,1523,5,330,0
53,2,1491,1537,9,46,0
27,2,1525,1501,3,24,1
27,2,1504,1811,4,307,0
61,2,1493,1439,3,54,1
123,2,1685,1499,3,186,1
99,2,1862,1502,4,360,1
17,2,1496,1316,7,180,1
101,2,1908,1498,6,410,1
54,1,1500,1989,10,489,1
45,2,1482,1648,6,166,0
32,1,1500,1473,5,27,0
113,2,1566,1494,7,72,1
44,1,1497,1820,2,323,1
23,2,1480,1637,6,157,0
47,2,1675,1486,4,189,1
54,2,1474,1460,1,14,1
53,2,1492,1487,3,5,1
43,2,1540,1569,4,29,0
10,1,1570,2090,7,520,1
85,1,1574,1853,9,279,1
56,1,1587,1573,2,14,0
29,2,1576,1587,5,11,0
48,1,1299,1583,3,284,1
56,1,1507,1573,5,66,1
88,1,1574,2093,3,519,1
84,1,1576,2023,6,447,1
83,2,1560,1661,3,101,0
76,1,1253,1556,1,303,1
75,2,1538,1721,7,183,0
43,2,1354,1557,4,203,0
66,1,1183,1554,1,371,1
48,2,1548,1334,2,214,1
22,1,1304,1543,5,239,1
36,1,1558,1479,6,79,0
42,1,1572,1544,4,28,0
96,1,1555,1632,9,77,1
64,1,1563,1697,6,134,1
65,2,1563,1411,6,152,1
69,2,1421,1347,4,74,1
25,2,1563,1352,2,211,1
51,2,1336,1468,8,132,0
99,2,1525,1343,7,182,1
60,1,1349,1497,5,148,1
69,2,1468,1358,4,110,1
44,1,1360,1764,7,404,1
99,2,1344,1478,8,134,0
132,1,1474,1328,3,146,0
69,2,1615,1332,4,283,1
12,1,1338,1541,9,203,1
64,1,1345,1483,4,138,1
48,1,1351,1532,5,181,1
36,1,1360,1432,10,72,1
28,1,1445,1345,4,100,0
30,1,1353,1485,3,132,1
46,1,1342,1546,7,204,1
25,2,1696,1344,3,352,1
92,1,1348,1652,7,304,1
90,1,1356,1461,4,105,1
111,2,1596,1360,4,236,1
45,2,1525,1367,4,158,1
50,0,1362,1529,8,167,0
56,0,1534,1357,7,177,0
46,2,1497,1364,1,133,1
12,1,1372,1461,2,89,1
56,1,1375,1679,3,304,1
47,2,1454,1384,4,70,1
30,1,1392,1488,5,96,1
53,2,1479,1400,3,79,1
138,1,1341,1391,5,50,1
30,1,1399,1483,6,84,1
61,2,1564,1399,1,165,1
68,1,1440,1387,4,53,0
81,2,1381,1181,2,200,1
119,2,1651,1385,3,266,1
18,1,1347,1376,6,29,1
30,1,1376,1444,3,68,1
89,2,1383,1386,3,3,0
35,2,1489,1394,1,95,1
11,2,1429,1404,3,25,1
22,1,1431,1376,2,55,0
43,2,2005,2151,4,146,0
59,2,2285,2173,2,112,1
41,2,1500,1370,3,130,1
58,1,1370,1500,8,130,1
16,2,1514,1378,3,136,1
48,1,1311,1368,3,57,1
88,1,1369,2070,4,701,1
61,2,1344,1961,7,617,0
70,1,1880,1320,4,560,0
12,1,1807,1274,3,533,0
45,2,1253,1620,6,367,0
68,1,1632,1232,5,400,0
62,1,1232,2017,8,785,1
41,1,1359,1218,5,141,0
39,2,1210,1112,2,98,1
35,2,1210,1191,4,19,1
106,1,1221,1226,3,5,1
29,1,1157,1211,3,54,1
19,2,1201,1180,5,21,1
18,1,1207,1190,8,17,0
19,2,1179,1197,7,18,0
138,1,1315,1163,7,152,0
61,1,1166,1061,2,105,0
25,2,1197,1176,6,21,1
47,2,1163,1214,4,51,0
32,1,1152,1152,3,0,0
60,1,1156,1442,4,286,1
118,1,1154,1332,2,178,1
51,2,1348,1160,5,188,1
27,2,1322,1147,3,175,1
14,1,1153,1370,3,217,1
123,0,1152,1162,4,10,0
74,1,1064,1144,1,80,1
8,1,1144,1500,3,356,1
125,2,1192,1153,4,39,1
122,1,1106,1143,6,37,1
120,1,1157,1092,3,65,0
123,2,1076,1171,4,95,0
56,1,1083,1165,4,82,1
35,0,1189,1164,4,25,0
55,2,1151,1202,2,51,0
59,1,1236,1137,2,99,0
85,2,1301,1143,2,158,1
78,1,1148,1417,5,269,1
67,1,1155,1292,2,137,1
74,1,1660,1838,4,178,1
85,2,1751,1838,6,87,0
64,2,1961,1838,11,123,1
39,2,1848,1838,8,10,1
157,2,1838,1699,9,139,1
56,1,1977,1919,6,58,0
51,2,1868,1991,9,123,0
21,2,1835,1760,11,75,1
44,1,1769,1791,9,22,1
42,1,1473,1775,1,302,1
31,2,1755,1477,6,278,1
20,1,1481,1730,1,249,1
35,2,1697,1486,3,211,1
50,1,1492,1649,1,157,1
59,2,1603,1384,7,219,1
25,2,1500,1524,2,24,0
31,2,1492,1173,5,319,1
15,2,1356,1186,6,170,1
74,1,1208,1311,5,103,1
45,2,1513,1197,5,316,1
13,2,1175,1142,3,33,1
52,1,1175,1673,3,498,1
27,2,1673,1175,7,498,1
9,2,1175,1673,3,498,0
130,0,1462,1158,6,304,0
11,2,1473,1166,3,307,1
44,1,1155,1170,3,15,1
56,2,1137,1190,2,53,0
22,1,1234,1096,1,138,0
68,1,1097,1902,2,805,1
25,2,1901,1097,6,804,1
29,2,1500,1097,6,403,1
25,1,1097,1500,4,403,1
62,1,1101,1635,3,534,1
13,2,1633,1104,3,529,1
16,1,1107,1631,3,524,1
49,2,1273,1129,1,144,1
94,1,1155,1265,2,110,1
22,1,1158,1766,3,608,1
8,0,1517,1134,6,383,0
16,0,1551,1703,4,152,0
71,2,1703,1551,5,152,1
69,1,1703,1677,4,26,0
27,2,1677,1703,10,26,0
47,2,1703,1677,5,26,1
44,2,1703,1583,3,120,1
46,2,1682,1703,2,21,0
111,2,1579,1722,4,143,0
33,2,1722,1745,6,23,0
57,2,1722,1767,11,45,0
41,2,1767,1722,8,45,1
99,1,1722,1735,4,13,1
89,2,1722,1674,13,48,1
76,1,1674,1722,6,48,1
96,0,1727,1586,5,141,0
43,2,1727,1621,12,106,1
44,2,1856,1727,6,129,1
63,2,1670,1744,4,74,0
54,1,1744,1924,4,180,1
54,2,1897,1744,3,153,1
21,2,1732,1759,3,27,0
43,2,1747,1703,4,44,1
75,0,1749,1702,7,47,0
28,1,1749,1806,2,57,1
39,2,1738,1623,4,115,1
28,1,1632,1727,3,95,1
57,2,1857,1737,5,120,1
112,0,1776,1736,5,40,0
109,2,1715,1788,4,73,0
153,2,1798,1729,5,69,1
11,2,1714,1658,4,56,1
45,2,2076,1714,3,362,1
32,1,1714,1709,4,5,0
20,1,1800,1714,3,86,0
28,1,1714,1800,4,86,1
52,1,1800,1714,4,86,0
61,2,1651,1737,3,86,0
17,2,1737,1647,8,90,1
62,1,1647,1737,3,90,1
31,2,1737,1647,7,90,1
32,1,1737,1631,6,106,0
29,2,1868,1737,7,131,1
85,2,1549,1419,6,130,1
15,2,1772,1554,2,218,1
40,1,1559,1767,6,208,1
59,2,1664,1568,4,96,1
36,1,1578,1603,9,25,1
25,2,1835,1582,7,253,1
72,1,1593,1608,10,15,1
64,1,1620,1581,4,39,0
85,2,1567,1632,2,65,0
48,1,1646,1553,3,93,0
89,2,1538,1660,6,122,0
51,2,1859,1541,4,318,1
37,2,1370,1558,3,188,0
56,1,1565,1712,4,147,1
39,1,1571,1725,6,154,1
59,2,1748,1571,10,177,1
122,1,1575,1844,4,269,1
82,2,1840,1580,6,260,1
44,1,1698,1564,7,134,0
41,2,1557,1443,8,114,1
18,1,1452,1549,2,97,1
113,2,1666,1556,4,110,1
59,2,1575,1567,13,8,1
37,2,1701,1575,3,126,1
101,2,1570,1321,5,249,1
81,2,1556,1676,6,120,0
70,1,1597,1543,7,54,0
15,2,1529,1610,5,81,0
71,2,1623,1538,4,85,1
32,2,1752,1543,5,209,1
44,1,1549,1720,4,171,1
39,1,1557,1675,6,118,1
63,2,1663,1565,3,98,1
59,2,1644,1574,3,70,1
87,0,1573,1599,2,26,0
16,1,1611,1560,7,51,0
52,1,1548,1549,4,1,1
55,1,1555,1730,10,175,1
26,1,1559,1839,1,280,1
36,1,1570,1578,8,8,1
50,1,1640,1556,4,84,0
26,1,1600,1542,4,58,0
17,2,1728,1549,4,179,1
42,2,1643,1558,4,85,1
119,2,1822,1562,2,260,1
64,1,1569,1710,3,141,1
94,1,1579,1557,11,22,0
46,1,1706,1540,4,166,0
24,1,1543,1858,4,315,1
101,2,1805,1548,4,257,1
88,1,1500,1769,3,269,1
78,1,1413,1500,7,87,1
31,2,1500,1500,4,0,0
2,2,1500,1784,2,284,0
72,2,1706,1500,7,206,1
70,1,1347,1500,5,153,1
30,1,1644,1810,4,166,1
87,2,939,963,4,24,0
66,2,1458,939,2,519,1
59,2,1449,940,4,509,1
80,1,949,1064,4,115,1
66,1,961,974,1,13,1
89,2,963,975,3,12,0
5,2,1046,986,3,60,1
52,1,1500,1482,1,18,0
46,2,1306,1275,2,31,1
35,2,1259,1319,4,60,0
40,1,1272,1169,2,103,0
8,1,1278,1500,2,222,1
53,2,1265,1500,4,235,0
120,1,1265,1500,4,235,1
73,1,1265,1500,4,235,1
22,0,1264,1268,4,4,0
66,1,1278,1280,4,2,1
85,2,1282,1293,5,11,0
30,1,1500,1279,3,221,0
49,2,1271,1096,7,175,1
70,1,964,1267,3,303,1
19,0,1270,1179,3,91,0
80,1,1277,1490,5,213,1
5,2,1370,1422,4,52,0
41,2,1370,1176,3,194,1
53,2,1366,1402,2,36,0
30,1,1442,1310,1,132,0
153,1,1495,1283,3,212,0
86,0,1387,1507,4,120,0
2,1,1264,1507,2,243,1
81,2,1554,1546,2,8,1
56,1,1586,1632,3,46,1
42,1,2103,2198,2,95,1
35,2,2188,2173,2,15,1
132,1,2066,2180,5,114,1
42,0,2180,2186,4,6,0
178,1,2190,2234,5,44,1
130,1,2201,2173,4,28,0
91,2,2104,2215,17,111,0
56,1,2226,2219,5,7,0
61,2,2330,2234,10,96,1
67,2,2121,2234,17,113,0
79,2,2218,1953,5,265,1
190,1,2151,2209,5,58,1
116,1,2221,2209,5,12,0
79,2,2194,2232,11,38,0
35,2,2221,2222,2,1,0
59,2,2230,1666,8,564,1
83,2,2276,2230,4,46,1
74,1,2230,2201,5,29,0
65,2,2226,1977,5,249,1
67,2,2218,2133,2,85,1
114,1,2225,2207,5,18,0
51,2,2199,2112,5,87,1
100,0,2199,2179,5,20,0
76,1,2179,2189,4,10,1
132,1,1502,1530,5,28,1
29,1,1368,1496,4,128,1
115,2,1488,1437,3,51,1
109,2,1470,1499,5,29,0
86,1,1513,1384,5,129,0
57,2,1514,1523,6,9,0
64,1,1534,1528,6,6,0
89,2,1523,1538,3,15,0
122,1,1550,1511,4,39,0
20,1,810,1218,4,408,1
33,2,1209,831,3,378,1
38,1,1210,2026,3,816,1
96,1,1211,2025,6,814,1
137,2,1586,1236,4,350,1
44,1,1255,1815,2,560,1
81,2,1179,1610,4,431,0
22,1,1188,1716,6,528,1
11,2,1718,1215,3,503,1
17,2,1733,1226,4,507,1
35,2,1483,1275,3,208,1
43,2,1378,1430,6,52,0
14,1,1387,1621,10,234,1
12,1,1421,1278,3,143,0
143,2,1391,1448,5,57,0
52,1,1461,1357,6,104,0
14,1,1476,1316,6,160,0
13,2,1180,1358,7,178,0
30,1,1394,1358,5,36,0
61,2,1638,1408,5,230,1
52,1,1439,1493,4,54,1
15,2,1483,1478,5,5,1
44,2,1447,1581,3,134,0
47,2,1498,1677,7,179,0
34,1,1561,1574,3,13,1
42,1,1500,1507,5,7,1
86,1,1624,1504,4,120,0
33,2,1430,1492,3,62,0
74,1,1524,1269,3,255,0
23,1,1500,1401,2,99,0
87,2,1500,1508,2,8,0
32,1,1508,1500,6,8,0
16,1,1508,2016,1,508,1
59,2,1508,1500,4,8,1
24,1,1508,1727,7,219,1
67,2,1500,1508,4,8,0
93,2,1508,1403,2,105,1
104,1,1500,1581,3,81,1
102,1,1238,1500,2,262,1
10,1,1500,1693,3,193,1
37,2,1693,1500,3,193,1
60,1,1500,1693,3,193,1
20,1,1622,1500,4,122,0
13,2,1160,1323,2,163,0
6,1,1418,1588,1,170,1
43,2,1930,1500,2,430,1
2,1,1761,1579,2,182,0
79,2,1745,1853,6,108,0
98,1,1750,1733,8,17,0
31,2,1733,1624,3,109,1
101,2,2108,1736,5,372,1
40,2,2105,1738,8,367,1
46,2,2101,1741,9,360,1
24,2,1852,1748,7,104,1
60,1,1759,1500,9,259,0
51,2,1749,1716,7,33,1
112,1,1763,1661,13,102,0
77,2,1809,1700,2,109,1
42,1,1801,1686,5,115,0
65,2,1711,1713,8,2,0
137,0,1712,1751,5,39,0
52,1,1764,1711,5,53,0
85,2,1737,1745,6,8,0
35,2,1734,1748,5,14,0
80,1,1696,1725,4,29,1
105,2,1712,1770,5,58,0
90,1,1734,1701,3,33,0
149,2,1796,1709,2,87,1
96,1,1720,1697,7,23,0
38,1,1704,1852,3,148,1
84,1,1718,1587,4,131,0
41,2,1779,1727,5,52,1
62,1,1737,1775,6,38,1
53,2,1888,1744,6,144,1
27,2,1852,1761,6,91,1
78,1,1772,1770,5,2,0
47,2,1799,1782,6,17,1
33,2,1820,1792,5,28,1
103,2,1734,1805,6,71,0
46,1,1696,1797,6,101,1
79,1,1695,1789,3,94,1
73,2,1780,1722,4,58,1
37,2,1914,1780,10,134,1
23,2,1786,1966,4,180,0
41,2,1882,1806,1,76,1
29,2,1792,1898,2,106,0
50,1,1760,1782,3,22,1
85,2,1818,1793,2,25,1
29,2,1785,2054,5,269,0
39,2,1215,1511,3,296,0
39,2,1687,1218,3,469,1
35,2,1316,1237,4,79,1
32,1,1261,1279,3,18,1
21,2,1228,1292,3,64,0
13,2,1255,1151,2,104,1
79,2,1391,1161,7,230,1
43,2,1142,1066,1,76,1
40,1,1162,1242,1,80,1
78,2,1204,1187,2,17,1
29,2,1229,1215,2,14,1
12,1,1336,1190,2,146,0
47,2,1150,1223,1,73,0
40,2,1450,1150,2,300,1
85,2,1425,1164,4,261,1
46,1,1452,1108,4,344,0
65,2,1255,1108,2,147,1
17,0,1108,1255,3,147,0
73,0,1255,1108,10,147,0
91,2,1255,1108,1,147,1
88,0,1108,1255,3,147,0
64,1,1255,1108,10,147,0
90,1,1142,1431,4,289,1
57,2,1107,1022,5,85,1
32,1,1107,1352,3,245,1
45,2,1581,1513,2,68,1
69,2,1505,1393,2,112,1
25,2,1493,1517,3,24,0
50,1,1494,1506,2,12,1
75,2,1497,1494,2,3,1
90,1,1572,1484,4,88,0
14,1,1492,1563,5,71,1
37,2,1511,1502,4,9,1
52,1,1513,1527,4,14,1
52,1,1478,1503,4,25,1
54,1,1513,1541,2,28,1
22,1,1322,1507,3,185,1
31,2,1504,1509,3,5,0
85,2,1502,1500,3,2,1
64,2,1491,1505,2,14,0
9,2,1512,1490,3,22,1
40,1,1502,1469,2,33,0
132,1,1497,1491,3,6,0
42,1,1430,1482,3,52,1
50,2,1465,1493,6,28,0
37,2,1476,1432,2,44,1
117,2,1501,1486,3,15,1
70,1,1531,1473,1,58,0
14,1,1483,1521,5,38,1
59,2,1491,1493,3,2,0
39,2,1480,1592,2,112,0
26,1,1479,1514,2,35,1
58,1,1468,1468,9,0,0
104,1,1479,1462,2,17,0
63,2,1624,1486,9,138,1
97,2,1476,1469,2,7,1
51,2,1467,1404,2,63,1
63,1,1479,1427,6,52,0
33,2,1489,1478,3,11,1
79,2,1467,1468,6,1,0
33,2,1578,1475,9,103,1
11,2,1466,1395,2,71,1
21,2,1532,1475,4,57,1
17,2,1462,1545,2,83,0
26,2,1536,1471,3,65,1
29,2,1457,1550,2,93,0
61,2,1422,1469,2,47,0
39,1,1481,1436,3,45,0
59,2,1477,1492,3,15,0
27,2,1500,1407,2,93,1
34,1,1407,1500,1,93,1
17,2,1500,1407,2,93,1
5,2,1937,1407,1,530,1
47,2,2141,1414,3,727,1
18,1,1500,1742,2,242,1
9,2,1342,1221,7,121,1
44,1,1254,1204,8,50,0
53,2,1184,1269,7,85,0
26,1,1203,1140,4,63,0
7,2,1329,1215,3,114,1
4,2,1325,1227,4,98,1
45,2,1500,1227,2,273,1
17,1,1233,1532,3,299,1
57,2,1567,1238,6,329,1
85,2,1681,1216,5,465,1
171,2,1189,1373,4,184,0
28,2,1162,1319,3,157,0
78,1,1446,1133,5,313,0
1,2,2404,1616,1,788,1
91,2,1616,1657,2,41,0
70,1,1499,1449,5,50,0
48,1,1405,1365,3,40,0
7,2,1302,1351,3,49,0
30,1,989,1658,8,669,1
52,1,989,1658,3,669,1
2,1,1610,989,2,621,0
3,2,989,1610,2,621,0
3,2,1538,991,3,547,1
20,1,1003,1246,3,243,1
7,2,958,1274,3,316,0
41,2,1500,963,1,537,1
36,1,963,1500,3,537,1
62,1,978,1179,8,201,1
71,2,1172,996,3,176,1
44,1,1032,1011,1,21,0
33,2,1142,1061,1,81,1
29,2,1424,1061,4,363,1
64,0,1691,1451,3,240,0
89,2,1471,1461,3,10,1
57,1,1440,1451,3,11,1
113,0,1450,1468,3,18,0
34,1,1455,1679,8,224,1
99,0,1454,1489,5,35,0
32,1,1508,1440,3,68,0
33,2,1425,1576,5,151,0
103,0,1580,1420,4,160,0
111,0,1418,1480,2,62,0
18,1,1545,1402,2,143,0
67,2,1392,1332,11,60,1
81,2,1382,1388,8,6,0
57,2,1347,1395,3,48,0
99,2,1395,1367,5,28,1
102,1,1418,1472,4,54,1
40,1,1423,1645,3,222,1
38,2,1500,1423,1,77,1
20,1,1457,1418,6,39,0
112,1,1421,1754,7,333,1
91,2,1464,1432,4,32,1
37,2,1363,1447,1,84,0
115,2,1653,1453,1,200,1
47,2,1710,1460,5,250,1
46,1,1465,1706,7,241,1
31,2,1701,1470,4,231,1
53,2,1554,1479,1,75,1
20,1,1488,1591,8,103,1
167,2,1579,1497,6,82,1
63,2,1482,1537,2,55,0
70,1,1528,1468,7,60,0
77,0,1467,1501,4,34,0
41,0,1559,1472,5,87,0
112,1,1549,1456,2,93,0
68,1,1436,1434,1,2,0
59,2,1858,1436,8,422,1
96,0,1431,1585,8,154,0
80,1,1443,1471,5,28,1
67,2,1661,1132,4,529,1
36,1,1073,1135,1,62,1
91,2,1551,1142,3,409,1
16,1,1155,1483,5,328,1
24,2,1780,1157,5,623,1
8,1,1157,2312,3,1155,1
18,1,1164,1616,3,452,1
103,2,1563,1173,4,390,1
10,2,1805,1176,2,629,1
76,1,1209,1320,3,111,1
106,1,1215,1703,4,488,1
26,1,1515,1127,4,388,0
13,2,1002,1534,3,532,0
54,1,1009,1513,3,504,1
67,2,1511,1017,3,494,1
12,1,1027,1509,3,482,1
57,2,1264,1064,3,200,1
60,1,1072,1625,1,553,1
16,1,1073,1939,3,866,1
39,2,1793,1076,5,717,1
9,2,1374,1115,4,259,1
